source_subject,target_subject,proxy_a_distance,coral_distance,proxy_rank,coral_rank,selection_score,probe_selected_count,probe_selected_fraction_of_cap,probe_candidate_coverage,probe_pseudo_balance,probe_agreement,probe_trial_coherence,probe_mean_selected_conf,probe_transferability_score,selection_stage,selected_source
s26,s07,2.0,9.492450593141712,2.0,12.0,14.0,,,,,,,,,stage1_pruned,s15
s21,s07,2.0,9.675271757330023,2.0,14.0,16.0,,,,,,,,,stage1_pruned,s15
s05,s07,2.0,9.697019083870694,2.0,15.0,17.0,,,,,,,,,stage1_pruned,s15
s14,s07,2.0,9.854240421811161,2.0,16.0,18.0,,,,,,,,,stage1_pruned,s15
s27,s07,1.9833333333333334,10.168336384774033,1.0,18.0,19.0,,,,,,,,,stage1_pruned,s15
s12,s07,2.0,9.940293399855863,2.0,17.0,19.0,,,,,,,,,stage1_pruned,s15
s28,s07,2.0,10.318065733654597,2.0,19.0,21.0,,,,,,,,,stage1_pruned,s15
s09,s07,2.0,10.48459270128914,2.0,20.0,22.0,,,,,,,,,stage1_pruned,s15
s03,s07,2.0,10.629591563710878,2.0,21.0,23.0,,,,,,,,,stage1_pruned,s15
s29,s07,2.0,10.840370725579163,2.0,22.0,24.0,,,,,,,,,stage1_pruned,s15
s23,s07,1.9833333333333334,10.874821138476587,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s15
s17,s07,2.0,10.842099625174832,2.0,23.0,25.0,,,,,,,,,stage1_pruned,s15
s04,s07,2.0,10.994648644275365,2.0,25.0,27.0,,,,,,,,,stage1_pruned,s15
s02,s07,2.0,11.007764145988617,2.0,26.0,28.0,,,,,,,,,stage1_pruned,s15
s24,s07,2.0,11.189005411954106,2.0,27.0,29.0,,,,,,,,,stage1_pruned,s15
s25,s07,2.0,12.206749375191595,2.0,28.0,30.0,,,,,,,,,stage1_pruned,s15
s01,s07,2.0,12.516925064981388,2.0,29.0,31.0,,,,,,,,,stage1_pruned,s15
s22,s07,2.0,13.189635273433053,2.0,30.0,32.0,,,,,,,,,stage1_pruned,s15
